"area_code","地域","A2101_住民基本台帳人口（日本人）","A210101_住民基本台帳人口（日本人）（男）","A210102_住民基本台帳人口（日本人）（女）","A2201_住民基本台帳人口（外国人）","A2301_住民基本台帳人口（総数）","A4101_出生数","A4200_死亡数","A5101_転入者数（日本人移動者）","A5102_転出者数（日本人移動者）","A5103_転入者数","A5104_転出者数","A7103_住民基本台帳世帯数（日本人）","A9101_婚姻件数","A9201_離婚件数","B1101_総面積（北方地域及び竹島を除く）","B1102_総面積（北方地域及び竹島を含む）","B1103_可住地面積","B1104_主要湖沼面積","B1105_林野面積","B1106_森林面積","B1107_森林以外の草生地面積","B1201_評価総地積（課税対象土地）","B120103_評価総地積（宅地）","C120110_課税対象所得","C120120_納税義務者数（所得割）","C120130_納税義務者数（均等割）","C2109_事業所数（国・地方公共団体）（経済センサス‐基礎調査結果）","C310201_農家数（販売農家）","C310202_農家数（自給的農家）","C3107_耕地面積","C3401_製造品出荷額等","C3403_製造業事業所数","C3404_製造業従業者数","D1202_一般行政部門職員数（市区町村）","D2201_財政力指数（市町村財政）","D2202_実質収支比率（市町村財政）","D2203_経常収支比率（市町村財政）","D2205_基準財政収入額（市町村財政）","D2206_基準財政需要額（市町村財政）","D2209_一般財源（市町村財政）","D2210_投資的経費（市町村財政）","D2211_実質公債費比率（市町村財政）","D2212_将来負担比率（市町村財政）","D2213_標準財政規模（市町村財政）","D2214_実質赤字比率（市町村財政）","D2215_連結実質赤字比率（市町村財政）","D3201_歳入決算総額（市町村財政）","D320101_地方税（市町村財政）","D320102_地方譲与税（市町村財政）","D320103_利子割交付金（市町村財政）","D320104_ゴルフ場利用税交付金（市町村財政）","D320105_特別地方消費税交付金（市町村財政）","D320106_自動車取得税交付金（市町村財政）","D320107_軽油引取税交付金（市町村財政）","D320108_地方交付税（市町村財政）","D320109_交通安全対策特別交付金（市町村財政）","D320110_分担金及び負担金（市町村財政）","D320111_使用料（市町村財政）","D320113_国庫支出金（市町村財政）","D320115_県支出金（市町村財政）","D320116_財産収入（市町村財政）","D320117_寄附金（市町村財政）","D320118_繰入金（市町村財政）","D320119_繰越金（市町村財政）","D320120_諸収入（市町村財政）","D320121_地方債（市町村財政）","D320122_地方特例交付金（市町村財政）","D3202_自主財源額（市町村財政）","D3203_歳出決算総額（市町村財政）","D320301_議会費（市町村財政）","D320302_総務費（市町村財政）","D320303_民生費（市町村財政）","D3203031_社会福祉費（市町村財政）","D3203032_老人福祉費（市町村財政）","D3203033_児童福祉費（市町村財政）","D3203034_生活保護費（市町村財政）","D3203035_災害救助費（市町村財政）","D320304_衛生費（市町村財政）","D3203042_保健衛生費（市町村財政）","D3203043_保健所費（市町村財政）","D3203044_清掃費（市町村財政）","D320305_労働費（市町村財政）","D3203051_失業対策費（市町村財政）","D320306_農林水産業費（市町村財政）","D320307_商工費（市町村財政）","D320308_土木費（市町村財政）","D3203082_道路橋りょう費（市町村財政）","D3203085_都市計画費（市町村財政）","D3203086_住宅費（市町村財政）","D320309_消防費（市町村財政）","D320310_教育費（市町村財政）","D3203102_小学校費（市町村財政）","D3203103_中学校費（市町村財政）","D3203104_高等学校費（市町村財政）","D3203105_特別支援学校費（市町村財政）","D3203106_幼稚園費（市町村財政）","D3203107_社会教育費（市町村財政）","D3203108_保健体育費（市町村財政）","D320311_災害復旧費（市町村財政）","D320312_公債費（市町村財政）（目的別歳出内訳）","D320401_人件費（市町村財政）","D320402_物件費（市町村財政）","D320403_維持補修費（市町村財政）","D320404_扶助費（市町村財政）","D320405_補助費等（市町村財政）","D320406_普通建設事業費（市町村財政）","D320407_災害復旧事業費（市町村財政）","D320408_失業対策事業費（市町村財政）","D320409_公債費（市町村財政）（性質別歳出内訳）","D320410_積立金（市町村財政）","D320411_投資及び出資金（市町村財政）","D320412_貸付金（市町村財政）","D3205_地方債現在高（市町村財政）","D420102_市町村民税","D420202_固定資産税（市町村税）","E1101_幼稚園数","E1501_幼稚園在園者数","E2101_小学校数","E2401_小学校教員数","E2501_小学校児童数","E3101_中学校数","E3401_中学校教員数","E3501_中学校生徒数","E3901_義務教育学校数","E3902_義務教育学校前期課程学級数","E3903_義務教育学校後期課程学級数","E3904_義務教育学校教員数","E3905_義務教育学校前期課程児童数","E3906_義務教育学校後期課程生徒数","E4101_高等学校数","E4501_高等学校生徒数","F1101_労働力人口","F110101_労働力人口（男）","F110102_労働力人口（女）","F1102_就業者数","F110201_就業者数（男）","F110202_就業者数（女）","F1103_就業者数・主に仕事","F1104_就業者数・家事のほか仕事","F1105_就業者数・通学のかたわら仕事","F1106_就業者数・休業者","F1107_完全失業者数","F110701_完全失業者数（男）","F110702_完全失業者数（女）","F1108_非労働力人口","F110801_非労働力人口（男）","F110802_非労働力人口（女）","F1109_非労働力人口・家事","F1110_非労働力人口・通学","F1111_非労働力人口・その他","F2116_就業者数（65歳以上）","F2201_第1次産業就業者数","F2211_第2次産業就業者数","F2221_第3次産業就業者数","F2401_雇用者数（国勢調査結果）","F2402_役員数","F2403_雇人のある業主数","F2404_雇人のない業主数","F2405_家族従業者数（国勢調査結果）","F2406_自営業主及び家族従業者数","F2409_雇用者数（正規の職員・従業員）","F2410_雇用者数（労働者派遣事業所の派遣社員）","F2411_雇用者数（パート・アルバイト・その他）","F2701_自市区町村で従業している就業者数","F270101_自市区町村で従業している就業者数（男）","F270102_自市区町村で従業している就業者数（女）","F2702_県内他市区町村で従業している就業者数","F270201_県内他市区町村で従業している就業者数（男）","F270202_県内他市区町村で従業している就業者数（女）","F2703_他県で従業している就業者数","F270301_他県で従業している就業者数（男）","F270302_他県で従業している就業者数（女）","F2705_他市区町村への通勤者数","F270501_他市区町村への通勤者数（男）","F270502_他市区町村への通勤者数（女）","F2801_従業地による就業者数","F2802_他県に常住している就業者数","F2803_他市区町村からの通勤者数","G1201_公民館数","G1401_図書館数","H1800_着工新設住宅戸数","H1801_着工新設持家数","H1802_着工新設貸家数","H1803_着工新設分譲住宅数","H1804_着工新設給与住宅数","H1810_着工新設持家・分譲住宅数","H2500_着工居住用建築物床面積","H2600_着工新設住宅床面積","H2601_着工新設持家床面積","H2602_着工新設分譲住宅床面積","H2603_着工新設貸家床面積","H2604_着工新設給与住宅床面積","H5507_総人口（非水洗化人口＋水洗化人口）","H550701_非水洗化人口","H5508_水洗化率（浄化槽人口）","H5509_し尿処理量（し尿＋浄化槽汚泥＋自家処理量）","H5608_ごみ計画収集人口","H5609_ごみ総排出量（総量）","H560901_ごみ総排出量（計画収集量）","H560902_ごみ総排出量（直接搬入量）","H560903_ごみ総排出量（自家処理量）","H560904_ごみ総排出量（集団回収量）","H5610_1人1日当たりの排出量","H5612_ごみ処理量（総量）","H561201_ごみ処理量（直接資源化）","H5613_中間処理後再生利用量","H5614_ごみのリサイクル率","H5615_最終処分量","H7207_軽自動車等台数","H7208_二輪の小型自動車台数","H7209_原動機付自転車台数","H720901_原動機付自転車台数（50ｃｃ以下）","H720902_原動機付自転車台数（50ｃｃ超90ｃｃ以下）","H720903_原動機付自転車台数（90ｃｃ超）","H720904_原動機付自転車台数（ミニカー）","H7210_軽自動車及び小型特殊自動車台数","H721001_二輪車台数（側車付のものを含む）","H721002_三輪車台数","H7701_テレビ放送受信契約数","H770101_衛星放送受信契約数","H8101_都市計画区域指定面積","H8102_市街化調整区域面積","H8103_市街化区域面積","H8104_用途地域面積","H810401_住居専用地域面積","H810402_住居地域面積","H810403_近隣商業地域面積","H810404_商業地域面積","H810405_準工業地域面積","H810406_工業地域面積","H810407_工業専用地域面積","H810408_商業・近隣商業地域面積","H810409_工業・準工業地域面積","I5101_病院数","I510110_精神科病院数","I510120_一般病院数","I510150_療養病床を有する病院数","I5102_一般診療所数","I510201_有床一般診療所数","I5103_歯科診療所数","I5211_病院病床数","I5212_一般診療所病床数","I5511_介護老人保健施設数（基本票）","I5512_介護老人保健施設定員数（基本票）","J2221_保護施設数（基本票）（医療保護施設を除く）","J230127_介護老人福祉施設数（基本票）","J230128_介護老人福祉施設定員数（基本票）","J2304_老人福祉施設数（基本票）","J230411_養護老人ホーム数（基本票）","J230412_養護老人ホーム定員数（基本票）","J230421_有料老人ホーム数（基本票）","J230422_有料老人ホーム定員数（基本票）","J230431_軽費老人ホーム数（基本票）","J230432_軽費老人ホーム定員数（基本票）","J250204_児童福祉施設等数（基本票）","J250302_保育所等数（基本票）","J250303_公営保育所等数（基本票）","J2804_母子・父子福祉施設数（基本票）","J2905_障害者支援施設等数（基本票）","J2906_婦人保護施設数（基本票）","J4101_国民健康保険被保険者数"
"08219","茨城県 牛久市",83522,41291,42231,1330,84852,528,720,2932,2996,3145,3299,35670,331,121,5892,5892,4798,0,1186,1186,0,47810509,12642921,137530479,40036,43573,62,308,264,1410,143076,59,4240,274,0.8700000000000001,5.9,91.2,10293356,11918208,14668968,5304568,2.4,NA,15826313,0,0,31340809,12310929,252814,9744,14383,0,36347,0,1901276,13075,266618,271199,5233428,1862402,158411,55920,1827638,978274,915253,3393200,203949,16970651,29814044,232862,3466979,9745125,2024645,1795215,4966519,957700,1046,2863576,971559,0,1892017,6870,0,218259,1054760,2446941,874944,1276302,69728,1040995,6396688,388979,3049282,0,0,471526,636093,1429018,7568,2333421,4160003,4975964,247152,6613241,2686719,5297000,7568,0,2333421,812248,99000,18000,25627039,5829741,5024353,6,884,8,242,4799,6,163,2332,0,0,0,0,0,0,3,3292,39068,21956,17112,37631,21053,16578,30965,5026,706,934,1437,903,534,27292,10357,16935,10472,3604,13216,5074,677,9009,26876,32142,1508,543,2045,697,3285,20634,1192,10316,12930,5941,6989,16931,9645,7286,6573,4763,1810,23504,14408,9096,26493,1148,12366,0,1,399,234,58,107,0,341,42868,41391,27523,11315,2553,0,84913,1002,12.5,7223,84913,28902,25145,3408,0,349,930,28586,2477,2449,18.2,1779,23952,1037,2547,1857,182,478,30,20368,678,0,29523,15295,5888,4682,1206,1207,671,297,32,38,31,14,124,70,45,2,0,2,1,58,2,43,802,37,4,229,0,6,388,2,0,0,12,321,1,15,20,18,4,0,2,0,18622
"08220","茨城県 つくば市",227556,115412,112144,10097,237653,2231,1813,12902,10123,14246,11092,97134,1361,382,28372,28372,24337,0,5202,5202,0,202538852,47559786,446913661,110130,118759,257,2117,1711,10100,346206,169,10134,1274,1.05,7.4,93.6,38581238,36081001,51051894,14773661,6.1,58.3,50296164,0,0,92930992,46718479,936553,31186,83910,0,134075,0,2597155,28714,1111618,1006344,13960104,5476627,63740,117454,3831282,2921454,1899366,5982132,799707,58286708,88325022,394000,9766313,33679605,7201112,4436417,19660052,2352344,29680,9277822,2694011,0,6473945,33049,0,1683493,1169943,9932278,2149103,6729073,312505,3905042,12258759,2817819,1221459,0,0,1459772,1000818,4729833,0,6224718,16327756,15389564,989773,20471199,3401890,14773661,0,0,6224718,2067605,402494,54000,53970037,21951789,20961383,26,2615,29,633,11018,13,378,5444,4,116,38,270,3783,1171,6,3491,118228,66807,51421,114767,64716,50051,94099,12907,4709,3052,3461,2091,1370,60436,22555,37881,21761,15093,23582,12429,2807,21400,86814,97853,5095,1628,5775,2252,9655,64928,3212,29713,73021,37325,35696,26337,16740,9597,11802,8573,3229,38139,25313,12826,129233,9082,52605,0,1,2911,1072,1278,558,3,1630,272986,254819,127186,66086,61344,203,236842,4134,12.8,20535,236842,96256,91530,3598,0,1128,1110,95128,12009,7221,21.1,10234,71838,3182,8476,6586,515,1213,162,60180,2312,1,81649,33189,28407,23060,5347,5346.6,1849,2312.6,177,165,296,38,509,342,334,12,1,11,5,190,8,132,3237,103,8,758,0,12,645,6,0,0,10,495,2,36,93,63,22,0,9,0,44451
"08221","茨城県 ひたちなか市",156890,79137,77753,1770,158660,1085,1523,4941,5225,5281,5469,67734,780,242,9996,9996,9463,0,605,605,0,70029026,28505911,251971299,75697,82132,114,833,626,2460,1049203,204,23024,608,0.96,6.5,96.3,21643836,22514201,28656835,10208020,9.6,81.8,29616861,0,0,59753353,25168407,554915,17498,13492,0,65897,0,2582155,20727,860341,700774,9212115,4245478,118271,8037,2958897,1631095,984332,6901100,351358,32805868,57218343,333526,4558727,19245858,6017012,3607383,7694170,1904952,22341,3232024,1481985,0,1738744,250369,0,469483,1213208,9408485,1709735,6250182,558087,1945463,11131077,3292300,2544725,5091,0,274944,1103252,2381509,38251,5391872,6968738,5979475,634153,13176154,6120473,10169769,38251,0,5390128,16595,0,589620,62263355,12290386,9771610,16,1888,20,500,8482,9,286,4220,0,0,0,0,0,0,5,2730,76341,44534,31807,73513,42721,30792,62805,8368,793,1547,2828,1813,1015,48072,17501,30571,18079,6767,23226,8515,1614,22391,48232,63534,2679,1178,3582,1789,6549,43342,2412,17780,43909,24063,19846,27414,17041,10373,1103,977,126,28517,18018,10499,72292,1247,27296,0,3,1010,495,259,255,1,750,103402,98370,56704,27232,14229,205,158695,10869,33.9,36700,158695,58570,50451,3635,0,4484,1008,54086,542,3540,14.6,2507,55287,2580,5696,4283,405,952,56,47011,1899,0,56886,31220,9948,5756,4192,4192,1765,832,131,78,640,66,680,209,706,6,0,6,3,90,11,71,574,155,7,519,0,7,410,7,1,60,9,247,1,15,24,23,4,0,4,0,29332
"08222","茨城県 鹿嶋市",66686,34382,32304,1001,67687,448,767,2145,2165,2307,2252,29571,323,123,10602,10602,7978,1239,1449,1424,25,71324350,19882685,97532800,30547,33844,78,422,379,2090,681278,64,6390,306,0.99,5.7,92.3,11088335,11129214,13353605,2852502,6.2,63.5,14414171,0,0,25113850,11670041,314233,6756,14000,0,37170,0,1188256,6581,142673,251178,3700304,1755104,20021,94745,1490606,735187,747394,1415600,181075,15216360,24054905,197447,2403308,9587753,2526569,1843295,3919997,1297434,458,2092017,814546,0,1277471,735,0,282958,270325,2028556,935979,929587,116553,1042259,4119265,494626,447001,0,0,569880,861199,1337949,280067,1750215,3951568,3693681,173151,6265404,3142733,2572435,280067,0,1750207,68942,62000,17000,17195609,4565579,6177746,4,205,12,253,3451,6,167,1909,0,0,0,0,0,0,4,2112,30525,18018,12507,29281,17230,12051,25047,3390,167,677,1244,788,456,22485,8970,13515,7428,2593,12464,4480,904,9347,18230,24356,1519,610,1400,911,2921,16764,603,6989,19586,11263,8323,8142,4930,3212,1000,684,316,9142,5614,3528,32674,2585,12535,11,2,385,245,105,34,1,279,38761,37790,28836,3491,5300,163,67815,481,49.5,23187,67815,24492,20252,3311,0,929,987,23563,0,12364,54.3,201,26561,1295,2463,1948,166,287,62,22803,756,1,23939,11150,10008,7614,2394,2394.3,910.3,294,47,38,165,119,821,85,284,4,0,4,3,37,4,26,691,61,3,200,1,5,286,3,0,0,3,100,2,100,23,18,4,0,2,0,16609
"08223","茨城県 潮来市",27589,13736,13853,361,27950,141,377,634,860,700,899,11060,102,54,7140,7140,5012,1284,855,855,0,43388505,6736273,36086157,12551,14026,44,514,157,2090,59179,51,1952,166,0.51,8.9,96.4,3184024,6216881,6963942,1519581,9.5,53.6,7386314,0,0,13354982,3175996,177924,2454,27587,0,25561,0,3561570,3231,22814,88613,1783657,984031,55339,134538,632350,793456,271057,957240,48452,5272955,12457378,128351,1424365,4263346,1131217,809381,1746144,570916,5688,1260156,294537,0,962561,0,0,401436,171388,1508641,675105,685065,56920,587536,1363154,204964,129163,0,0,50500,336088,505666,84678,1264327,1933616,2024917,48897,2695256,1268677,1434903,84678,0,1264324,89541,0,11000,11710916,1515898,1358715,2,23,6,104,1281,4,80,680,0,0,0,0,0,0,1,382,13642,7675,5967,13027,7273,5754,11154,1453,74,346,615,402,213,8937,3380,5557,2839,1150,4948,2400,500,3802,8266,10062,678,342,971,627,1940,6739,288,3035,5684,2979,2705,5774,3403,2371,1100,614,486,6874,4017,2857,10066,582,3913,7,1,155,103,38,14,0,117,16136,15665,12340,1496,1829,0,27998,1836,28.4,4040,27998,11103,9510,1539,0,54,1084,11049,921,2430,30.7,496,12411,668,1308,1051,93,129,35,10435,353,0,9432,4215,7141,6393,748,748,322,273,30,39,37,0,47,69,37,0,0,0,0,12,0,17,0,0,1,100,0,3,210,1,1,50,0,0,0,0,10,9,1,0,3,0,7594
"08224","茨城県 守谷市",67411,33938,33473,1087,68498,532,455,3192,2562,3474,2730,27105,316,87,3571,3571,3364,0,168,168,0,20418119,8523780,126891095,32793,35391,40,112,163,692,273656,60,3727,279,1,9.5,84.9,9745468,9719128,12764061,3195750,3.8,NA,12616236,0,0,24835356,12162532,188850,8868,0,0,27211,0,221271,8039,77744,292373,3329516,1396790,174353,1497167,1903084,586458,497189,1079900,191408,17223063,22464914,203368,4157689,8429718,1928638,1222461,4721016,556726,877,1386561,755237,0,631324,185,0,212517,144992,1937464,489398,1240136,23313,1032526,3764760,1295372,265778,0,0,61883,1052443,754008,57732,1137402,3284690,4224001,93451,5099556,3158924,3138018,57732,0,1137402,712631,1400,6000,9894513,5933317,4942831,5,1236,10,251,4382,4,121,1870,0,0,0,0,0,0,1,687,33105,18822,14283,31791,17996,13795,26171,4201,676,743,1314,826,488,19360,7051,12309,7800,3356,8204,3801,276,8177,22924,27831,1564,374,1370,462,2206,18722,876,8233,11120,4756,6364,9088,5288,3800,11287,7795,3492,20375,13083,7292,23684,2658,12268,5,1,508,239,127,139,3,378,52037,50816,28845,14872,6768,331,68203,0,0.9,989,68203,20100,18916,438,0,746,805,19354,1014,2268,20,750,22518,1126,2387,1763,152,454,18,19005,650,1,21896,12145,3571,2586,985,985,592,222,25,11,14,0,121,36,14,3,0,3,1,42,3,39,559,39,3,125,0,3,160,0,0,0,2,147,0,0,20,14,2,0,2,0,12274
"08225","茨城県 常陸大宮市",41069,20424,20645,316,41385,161,694,767,1084,836,1173,17366,109,50,34845,34845,13303,0,21900,21804,96,259086990,14760302,47147976,17777,20121,70,1288,1777,3780,123062,98,4701,298,0.43000000000000005,11.5,93.1,4858770,11408293,13396877,2587225,8.6,25.8,13376636,0,0,24982198,4947379,275192,3181,102077,0,37368,0,8103796,4452,98504,188024,2628814,1709502,75958,116769,2362988,1024669,408472,2019892,70510,9255369,22773318,190887,3118438,6965516,1808870,1740008,2550937,507398,358303,2245097,1247260,0,997837,28021,0,1068270,417800,1690727,999158,539025,106541,1177054,2676867,577418,326245,0,0,130210,448967,951916,382352,2812289,3683285,4078161,180727,3805592,3068928,2204873,382352,0,2812289,535407,1900,32500,24386756,1998877,2534922,4,149,11,154,1742,4,82,940,0,0,0,0,0,0,2,347,19626,11130,8496,18886,10639,8247,15962,2298,141,485,740,491,249,13629,5134,8495,4494,1517,7618,3953,1492,5467,11027,14339,735,418,1888,976,3282,9217,372,4750,11079,5733,5346,6264,3923,2341,634,450,184,6898,4373,2525,17861,256,5873,25,1,127,105,8,14,0,119,14431,14192,12263,1554,375,0,41514,15547,42,16524,41514,15199,13509,1459,0,231,1000,14876,0,1446,11.1,2288,22686,707,2478,1984,192,266,36,19501,632,0,15164,6911,1669,0,0,506,184,141,15,0,0,0,166,15,0,2,0,2,1,24,2,15,338,27,3,180,0,6,300,4,1,60,3,42,1,15,14,12,3,0,5,0,10814
"08226","茨城県 那珂市",54370,26713,27657,279,54649,337,638,1546,1555,1614,1590,22555,191,64,9782,9782,8194,0,1643,1643,0,77750181,14907330,72864848,25103,27720,64,996,976,4150,55544,72,2376,284,0.65,6.1,93.1,6412144,9833913,11503290,2279317,3.9,6.8,12226983,0,0,21149527,7158833,273381,4929,1624,0,39070,0,3942678,6207,216840,179366,2641208,1864427,30251,31266,48943,998031,449867,2168727,128398,9144583,20088442,198151,2399194,7135206,2090628,1679922,2758633,573054,32969,1179643,585081,0,594562,6500,0,717560,210602,2069450,848079,1077188,39442,1527687,2687972,489557,292025,0,0,172296,310370,763650,149332,1807145,3889431,3116913,422081,4319989,1443081,2129985,149332,0,1807145,112098,100,12960,18264767,3006444,3294887,3,317,9,182,2658,5,120,1383,0,0,0,0,0,0,2,1344,26476,14700,11776,25507,14078,11429,21433,3217,247,610,969,622,347,17499,6527,10972,6303,2216,8980,4189,1165,6075,17271,20658,973,485,1867,926,3278,13674,599,6385,8925,4310,4615,15303,8915,6388,326,281,45,15629,9196,6433,19128,168,9250,1,1,298,248,14,36,0,284,34988,33149,28561,3804,784,0,54697,4488,43.3,12274,54697,17897,14949,2948,0,0,894,17778,0,1615,9.1,2704,26464,1075,2276,1626,239,371,40,23113,879,0,19062,9597,9780,8804,976,976,459,192,15,0,15,50,245,15,65,4,1,3,3,33,5,23,552,68,3,280,1,7,377,4,2,180,2,26,1,64,12,8,1,0,2,0,12459
"08227","茨城県 筑西市",101296,50474,50822,2763,104059,522,1233,1931,2453,2463,2750,39553,380,191,20530,20530,19234,0,1187,1187,0,166342437,30438144,136050357,47792,53124,127,2159,1156,11200,459839,283,13715,586,0.69,4.7,93.3,13607664,19618756,23347142,6433187,8.7,67.5,24782830,0,0,44040031,15394031,624331,9151,18821,0,89373,0,7126253,8148,127134,308289,5559491,2939435,46596,170679,849284,1861610,729518,5967900,202527,19545080,42708578,274826,4864096,14263950,4005418,3049094,5533007,1653779,22652,4101491,2768006,0,1315233,177431,0,1239129,428206,5096321,1178563,3503936,119572,1640004,6247423,2798404,372612,0,0,153195,899480,1008524,15834,4359867,5778198,4637833,208845,9166649,5499562,6417353,15834,0,4359867,645764,0,98152,44025894,6414395,7453322,5,314,20,366,4870,7,215,2621,0,0,0,0,0,0,4,2422,50937,28701,22236,48667,27129,21538,41388,5760,503,1016,2270,1572,698,31658,11725,19933,10293,4058,17307,8532,3516,16546,27081,38058,2487,977,3692,2380,7049,25163,1424,11471,29200,15418,13782,12850,7404,5446,5207,3438,1769,18057,10842,7215,45995,4058,15385,15,2,544,324,160,60,0,384,56756,54083,40243,6735,7105,0,104217,14979,51.8,27504,104217,32160,30486,1622,0,52,843,32084,2023,2846,15.3,1652,46404,2095,4829,3862,374,486,107,39480,1250,1,33599,16798,20535,19013,1522,1522,617,406,52,33,78,85,251,85,163,6,1,5,3,82,5,56,1181,85,4,375,0,9,546,6,1,50,3,180,2,100,27,24,2,0,6,0,25556
"08228","茨城県 坂東市",51234,25964,25270,2647,53881,290,716,896,1291,1473,1569,18429,193,76,12303,12303,11129,0,1133,1133,0,96235153,17484206,68475421,24793,27689,57,1447,879,5580,373792,201,7674,326,0.6599999999999999,6,95.5,6950115,10518541,12245407,2742947,7.2,101.1,13112768,0,0,21626091,7684822,302525,4786,71824,0,43196,0,4140502,4332,132821,142241,2904394,1418947,57994,24761,385141,1036143,320473,1792900,117558,9819718,20654523,212108,2228049,7269668,2007878,1396444,2998143,867084,119,1426387,412669,0,1007924,10050,0,768372,179395,2345117,1157388,979230,31603,787106,3249948,528762,217935,0,0,295515,864674,674372,0,2178323,3388211,2734342,142100,4544269,2308321,2742947,0,0,2178323,5891,0,13000,32445400,3131761,3684856,2,186,13,211,2670,4,109,1354,0,0,0,0,0,0,2,591,28885,16386,12499,27733,15615,12118,23711,3193,261,568,1152,771,381,15107,5821,9286,4476,2252,8379,5214,2928,10509,14260,20978,1484,736,2382,2044,5162,13579,882,6517,16233,8940,7293,8575,4782,3793,2799,1823,976,11374,6605,4769,25746,1938,9387,11,2,401,192,196,13,0,205,38059,36617,24712,1297,10608,0,53931,1356,69.7,16828,53931,19045,16159,2151,0,735,965,18309,2182,1701,24.2,835,28912,1259,3209,2636,195,294,84,24444,832,1,15626,5769,12318,11564,754,755,252,181,16,12,14,112,168,28,126,2,0,2,1,25,1,23,538,15,2,200,0,5,300,1,0,0,0,0,1,15,13,9,2,0,7,0,15415
"08229","茨城県 稲敷市",39304,19717,19587,1234,40538,165,659,621,1130,914,1358,15219,135,71,20581,20581,16116,2779,1674,1674,0,141075899,14623292,49412138,18238,20638,64,1497,361,8640,162032,134,4327,237,0.5,4.7,95.5,5366348,10869826,12296872,2405858,8.7,13.3,13012191,0,0,22276074,5283452,389977,3355,212177,0,55911,0,6551296,6858,88322,88894,2077971,1350585,40047,440464,1516449,808981,572316,1923211,72147,8859184,21174264,196644,2996276,6258937,1963266,1436647,2068666,790319,39,1773920,512342,0,1258575,0,0,1358831,126035,1989206,799527,1084240,48798,996578,2944171,1128578,267547,0,0,325540,329451,620280,145643,2388023,3252429,2917576,65920,3113951,4659761,2260215,145643,0,2388023,407689,0,14542,25012861,2289157,2493385,4,219,10,145,1621,4,82,865,0,0,0,0,0,0,1,527,20123,11464,8659,19362,10954,8408,16243,2354,174,591,761,510,251,12897,4790,8107,4000,1358,7539,4202,1557,5960,10591,14622,837,436,1750,1007,3193,9098,607,4917,9778,5305,4473,6172,3568,2604,2293,1398,895,8465,4966,3499,19265,1784,8368,2,1,99,67,30,1,1,68,11782,10397,8449,103,1826,19,39854,5452,55.3,11425,39854,14547,12237,2043,0,267,997,14863,1955,534,18.2,2216,22762,937,2797,2278,153,298,68,19028,606,0,12854,4548,17812,7901,355,354.9,192,55,9.9,0,0,44,54,9.9,44,3,2,1,1,16,1,16,874,19,4,300,0,4,230,1,1,50,0,0,0,0,7,5,2,0,1,0,11368
"08230","茨城県 かすみがうら市",40473,20501,19972,1244,41717,202,563,1252,1478,1555,1642,16614,151,67,15660,15660,9089,3787,2689,2689,0,100781947,13109231,56791373,19264,21368,63,1335,737,4440,225113,73,4807,258,0.61,4.6,88,5267879,8769068,10673268,2178036,9.5,57.7,10813889,0,0,19063179,5747604,231068,3996,121665,0,32948,0,4612779,5813,117085,59242,2307990,1254549,16386,18322,986216,1010551,275735,1402500,81817,8255694,18499425,141478,2113254,6235342,2031226,1200793,2480799,521802,722,2132702,581200,0,1551502,24532,0,673960,750922,1531156,547024,932279,0,1207685,1706785,352740,293900,0,0,1733,531218,335517,11168,1970441,3075823,2136184,169922,3270118,3687686,2166868,11168,0,1970431,541152,600,11000,19470370,2690645,2651151,1,160,9,163,2063,4,84,1070,0,0,0,0,0,0,1,324,21454,12344,9110,20455,11688,8767,17469,2338,286,362,999,656,343,12855,4893,7962,4022,1913,6920,3814,2145,6287,11909,16410,799,398,1624,1104,3126,10246,737,5427,8779,4883,3896,10846,6205,4641,641,482,159,11487,6687,4800,16058,302,7090,2,2,198,99,64,35,0,134,19857,18773,11741,3861,3171,0,41888,1061,35.1,6232,41888,16933,15015,1785,0,133,1104,17230,1715,1533,19.5,1575,19617,777,2074,1660,165,204,45,16766,564,0,13190,6050,8133,7379,754,754.2,165.4,208.1,4.7,3,68,73,232,7.7,141,0,0,0,0,23,1,15,0,2,2,200,0,6,340,3,1,50,4,187,1,58,13,9,3,0,6,0,10034
