"area_code","地域","A2101_住民基本台帳人口（日本人）","A210101_住民基本台帳人口（日本人）（男）","A210102_住民基本台帳人口（日本人）（女）","A2201_住民基本台帳人口（外国人）","A2301_住民基本台帳人口（総数）","A4101_出生数","A4200_死亡数","A5101_転入者数（日本人移動者）","A5102_転出者数（日本人移動者）","A5103_転入者数","A5104_転出者数","A7103_住民基本台帳世帯数（日本人）","A9101_婚姻件数","A9201_離婚件数","B1101_総面積（北方地域及び竹島を除く）","B1102_総面積（北方地域及び竹島を含む）","B1103_可住地面積","B1104_主要湖沼面積","B1105_林野面積","B1106_森林面積","B1107_森林以外の草生地面積","B1201_評価総地積（課税対象土地）","B120103_評価総地積（宅地）","C120110_課税対象所得","C120120_納税義務者数（所得割）","C120130_納税義務者数（均等割）","C2109_事業所数（国・地方公共団体）（経済センサス‐基礎調査結果）","C310201_農家数（販売農家）","C310202_農家数（自給的農家）","C3107_耕地面積","C3401_製造品出荷額等","C3403_製造業事業所数","C3404_製造業従業者数","D1202_一般行政部門職員数（市区町村）","D2201_財政力指数（市町村財政）","D2202_実質収支比率（市町村財政）","D2203_経常収支比率（市町村財政）","D2205_基準財政収入額（市町村財政）","D2206_基準財政需要額（市町村財政）","D2209_一般財源（市町村財政）","D2210_投資的経費（市町村財政）","D2211_実質公債費比率（市町村財政）","D2212_将来負担比率（市町村財政）","D2213_標準財政規模（市町村財政）","D2214_実質赤字比率（市町村財政）","D2215_連結実質赤字比率（市町村財政）","D3201_歳入決算総額（市町村財政）","D320101_地方税（市町村財政）","D320102_地方譲与税（市町村財政）","D320103_利子割交付金（市町村財政）","D320104_ゴルフ場利用税交付金（市町村財政）","D320105_特別地方消費税交付金（市町村財政）","D320106_自動車取得税交付金（市町村財政）","D320107_軽油引取税交付金（市町村財政）","D320108_地方交付税（市町村財政）","D320109_交通安全対策特別交付金（市町村財政）","D320110_分担金及び負担金（市町村財政）","D320111_使用料（市町村財政）","D320113_国庫支出金（市町村財政）","D320115_県支出金（市町村財政）","D320116_財産収入（市町村財政）","D320117_寄附金（市町村財政）","D320118_繰入金（市町村財政）","D320119_繰越金（市町村財政）","D320120_諸収入（市町村財政）","D320121_地方債（市町村財政）","D320122_地方特例交付金（市町村財政）","D3202_自主財源額（市町村財政）","D3203_歳出決算総額（市町村財政）","D320301_議会費（市町村財政）","D320302_総務費（市町村財政）","D320303_民生費（市町村財政）","D3203031_社会福祉費（市町村財政）","D3203032_老人福祉費（市町村財政）","D3203033_児童福祉費（市町村財政）","D3203034_生活保護費（市町村財政）","D3203035_災害救助費（市町村財政）","D320304_衛生費（市町村財政）","D3203042_保健衛生費（市町村財政）","D3203043_保健所費（市町村財政）","D3203044_清掃費（市町村財政）","D320305_労働費（市町村財政）","D3203051_失業対策費（市町村財政）","D320306_農林水産業費（市町村財政）","D320307_商工費（市町村財政）","D320308_土木費（市町村財政）","D3203082_道路橋りょう費（市町村財政）","D3203085_都市計画費（市町村財政）","D3203086_住宅費（市町村財政）","D320309_消防費（市町村財政）","D320310_教育費（市町村財政）","D3203102_小学校費（市町村財政）","D3203103_中学校費（市町村財政）","D3203104_高等学校費（市町村財政）","D3203105_特別支援学校費（市町村財政）","D3203106_幼稚園費（市町村財政）","D3203107_社会教育費（市町村財政）","D3203108_保健体育費（市町村財政）","D320311_災害復旧費（市町村財政）","D320312_公債費（市町村財政）（目的別歳出内訳）","D320401_人件費（市町村財政）","D320402_物件費（市町村財政）","D320403_維持補修費（市町村財政）","D320404_扶助費（市町村財政）","D320405_補助費等（市町村財政）","D320406_普通建設事業費（市町村財政）","D320407_災害復旧事業費（市町村財政）","D320408_失業対策事業費（市町村財政）","D320409_公債費（市町村財政）（性質別歳出内訳）","D320410_積立金（市町村財政）","D320411_投資及び出資金（市町村財政）","D320412_貸付金（市町村財政）","D3205_地方債現在高（市町村財政）","D420102_市町村民税","D420202_固定資産税（市町村税）","E1101_幼稚園数","E1501_幼稚園在園者数","E2101_小学校数","E2401_小学校教員数","E2501_小学校児童数","E3101_中学校数","E3401_中学校教員数","E3501_中学校生徒数","E3901_義務教育学校数","E3902_義務教育学校前期課程学級数","E3903_義務教育学校後期課程学級数","E3904_義務教育学校教員数","E3905_義務教育学校前期課程児童数","E3906_義務教育学校後期課程生徒数","E4101_高等学校数","E4501_高等学校生徒数","F1101_労働力人口","F110101_労働力人口（男）","F110102_労働力人口（女）","F1102_就業者数","F110201_就業者数（男）","F110202_就業者数（女）","F1103_就業者数・主に仕事","F1104_就業者数・家事のほか仕事","F1105_就業者数・通学のかたわら仕事","F1106_就業者数・休業者","F1107_完全失業者数","F110701_完全失業者数（男）","F110702_完全失業者数（女）","F1108_非労働力人口","F110801_非労働力人口（男）","F110802_非労働力人口（女）","F1109_非労働力人口・家事","F1110_非労働力人口・通学","F1111_非労働力人口・その他","F2116_就業者数（65歳以上）","F2201_第1次産業就業者数","F2211_第2次産業就業者数","F2221_第3次産業就業者数","F2401_雇用者数（国勢調査結果）","F2402_役員数","F2403_雇人のある業主数","F2404_雇人のない業主数","F2405_家族従業者数（国勢調査結果）","F2406_自営業主及び家族従業者数","F2409_雇用者数（正規の職員・従業員）","F2410_雇用者数（労働者派遣事業所の派遣社員）","F2411_雇用者数（パート・アルバイト・その他）","F2701_自市区町村で従業している就業者数","F270101_自市区町村で従業している就業者数（男）","F270102_自市区町村で従業している就業者数（女）","F2702_県内他市区町村で従業している就業者数","F270201_県内他市区町村で従業している就業者数（男）","F270202_県内他市区町村で従業している就業者数（女）","F2703_他県で従業している就業者数","F270301_他県で従業している就業者数（男）","F270302_他県で従業している就業者数（女）","F2705_他市区町村への通勤者数","F270501_他市区町村への通勤者数（男）","F270502_他市区町村への通勤者数（女）","F2801_従業地による就業者数","F2802_他県に常住している就業者数","F2803_他市区町村からの通勤者数","G1201_公民館数","G1401_図書館数","H1800_着工新設住宅戸数","H1801_着工新設持家数","H1802_着工新設貸家数","H1803_着工新設分譲住宅数","H1804_着工新設給与住宅数","H1810_着工新設持家・分譲住宅数","H2500_着工居住用建築物床面積","H2600_着工新設住宅床面積","H2601_着工新設持家床面積","H2602_着工新設分譲住宅床面積","H2603_着工新設貸家床面積","H2604_着工新設給与住宅床面積","H5507_総人口（非水洗化人口＋水洗化人口）","H550701_非水洗化人口","H5508_水洗化率（浄化槽人口）","H5509_し尿処理量（し尿＋浄化槽汚泥＋自家処理量）","H5608_ごみ計画収集人口","H5609_ごみ総排出量（総量）","H560901_ごみ総排出量（計画収集量）","H560902_ごみ総排出量（直接搬入量）","H560903_ごみ総排出量（自家処理量）","H560904_ごみ総排出量（集団回収量）","H5610_1人1日当たりの排出量","H5612_ごみ処理量（総量）","H561201_ごみ処理量（直接資源化）","H5613_中間処理後再生利用量","H5614_ごみのリサイクル率","H5615_最終処分量","H7207_軽自動車等台数","H7208_二輪の小型自動車台数","H7209_原動機付自転車台数","H720901_原動機付自転車台数（50ｃｃ以下）","H720902_原動機付自転車台数（50ｃｃ超90ｃｃ以下）","H720903_原動機付自転車台数（90ｃｃ超）","H720904_原動機付自転車台数（ミニカー）","H7210_軽自動車及び小型特殊自動車台数","H721001_二輪車台数（側車付のものを含む）","H721002_三輪車台数","H7701_テレビ放送受信契約数","H770101_衛星放送受信契約数","H8101_都市計画区域指定面積","H8102_市街化調整区域面積","H8103_市街化区域面積","H8104_用途地域面積","H810401_住居専用地域面積","H810402_住居地域面積","H810403_近隣商業地域面積","H810404_商業地域面積","H810405_準工業地域面積","H810406_工業地域面積","H810407_工業専用地域面積","H810408_商業・近隣商業地域面積","H810409_工業・準工業地域面積","I5101_病院数","I510110_精神科病院数","I510120_一般病院数","I510150_療養病床を有する病院数","I5102_一般診療所数","I510201_有床一般診療所数","I5103_歯科診療所数","I5211_病院病床数","I5212_一般診療所病床数","I5511_介護老人保健施設数（基本票）","I5512_介護老人保健施設定員数（基本票）","J2221_保護施設数（基本票）（医療保護施設を除く）","J230127_介護老人福祉施設数（基本票）","J230128_介護老人福祉施設定員数（基本票）","J2304_老人福祉施設数（基本票）","J230411_養護老人ホーム数（基本票）","J230412_養護老人ホーム定員数（基本票）","J230421_有料老人ホーム数（基本票）","J230422_有料老人ホーム定員数（基本票）","J230431_軽費老人ホーム数（基本票）","J230432_軽費老人ホーム定員数（基本票）","J250204_児童福祉施設等数（基本票）","J250302_保育所等数（基本票）","J250303_公営保育所等数（基本票）","J2804_母子・父子福祉施設数（基本票）","J2905_障害者支援施設等数（基本票）","J2906_婦人保護施設数（基本票）","J4101_国民健康保険被保険者数"
"14301","神奈川県 葉山町",32757,15510,17247,237,32994,147,397,1198,1148,1232,1175,14217,76,58,1704,1704,826,0,881,881,0,9758840,3352264,68513106,15039,16058,36,14,88,33,840,6,127,183,0.9,6.5,94.6,4463764,5032605,6535419,261635,-1.7,NA,6853967,0,0,10584051,5796249,61424,3970,15386,0,17057,NA,610212,3955,57994,110028,958356,654480,7023,72607,566003,464159,91933,400000,67534,7251978,10078386,167924,1659218,3436255,974219,859195,1602841,0,0,1202960,293921,0,909039,6114,0,36848,81375,1473695,303916,951513,3045,532612,924842,197716,88633,0,0,0,153206,143441,28501,528042,2797601,1635626,128450,1688119,1329799,233134,28501,0,528042,401674,199692,5000,5665165,NA,NA,5,783,4,109,1842,2,56,760,0,0,0,0,0,0,0,0,14443,7852,6591,13996,7572,6424,10662,2550,373,411,447,280,167,10773,3770,7003,4539,1490,4744,2241,146,1935,11501,10421,1377,357,1296,317,1970,6402,291,3728,4875,2067,2808,6083,3366,2717,2604,1901,703,8687,5267,3420,8371,107,3062,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31683,91,27.3,9464,31683,11454,8063,1585,0,1806,988,9669,112,3863,50.4,217,9855,585,4515,2681,253,1523,58,4755,696,0,11553,8548,1704,1191,513,513.4,378.4,128,7,0,0,0,0,7,0,1,0,1,0,19,0,18,89,0,2,70,0,2,160,0,0,0,6,351,0,0,7,4,1,0,1,0,7803
"14321","神奈川県 寒川町",47815,24303,23512,880,48695,354,443,1768,1692,1948,1760,20824,206,113,1334,1334,1309,0,24,24,0,9187121,5087548,73723843,23113,24644,29,133,133,225,427495,115,7497,219,1.07,11.6,94.7,7242444,6728109,9142403,959510,3.2,NA,9321679,0,0,16103492,8923973,100344,3890,0,0,27995,NA,9781,6602,517919,51501,1839679,1111313,18819,30792,408936,1121858,365605,518500,108305,11468120,14835003,204980,2469327,5392532,1736056,1059688,2596618,170,0,1439873,403267,0,1036606,61180,0,114565,167844,1507662,433234,1073606,0,635248,1861805,661682,218286,0,0,0,434650,253550,0,979987,3110946,2825954,133326,3379645,1230320,959510,0,0,979987,782181,0,88000,7490285,NA,NA,3,811,5,141,2609,3,88,1289,0,0,0,0,0,0,1,904,24060,13986,10074,23151,13423,9728,18525,3416,623,587,909,563,346,14151,5069,9082,5848,1842,6461,3244,426,7293,14626,19556,1053,298,1314,444,2056,11917,712,6927,9376,4765,4611,11711,7236,4475,1253,919,334,12964,8155,4809,21733,313,11546,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48685,262,8.4,2454,48685,13888,12981,907,0,0,779,13888,1520,2307,27.6,390,17196,813,4898,3264,256,1304,74,11485,929,0,16368,8626,1342,619,723,723.3,158,231,19,2.3,110,75,128,21.3,185,2,1,1,0,21,1,18,283,9,1,90,0,3,167,4,1,100,5,206,0,0,7,5,0,0,1,0,10627
"14341","神奈川県 大磯町",32579,15930,16649,194,32773,165,403,1046,952,1076,969,14197,83,45,1718,1718,1227,0,526,526,0,12848849,3434230,60705147,15275,16675,36,131,111,261,8925,12,302,156,0.8700000000000001,12.6,90,4362606,5021382,6035751,1678116,6,73.4,6772018,0,0,11816104,5144211,63177,3400,27098,0,17592,NA,750034,3265,179158,105720,1369595,742659,140885,122728,507244,668967,210552,1085500,78329,7135487,10897460,137794,1904189,3294661,1102343,947474,1244777,17,50,916384,306677,0,609707,20903,0,89809,142718,2360374,228839,1873712,554,483687,909226,74496,50325,0,0,144163,167128,57529,0,637715,2136975,1585746,106269,1693031,465168,1678116,0,0,637715,849245,0,37000,8263851,NA,NA,3,272,4,90,1642,4,75,823,0,0,0,0,0,0,1,824,14876,8548,6328,14330,8186,6144,11289,2315,348,378,546,362,184,11414,4094,7320,4626,1340,5448,2473,297,2689,10838,11404,1053,242,1042,315,1599,7078,367,3959,4080,1834,2246,7934,4705,3229,1780,1316,464,9714,6021,3693,8132,95,3516,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32080,287,36.7,6591,32080,10900,9724,914,0,262,928,10638,1405,1471,28.8,103,10034,505,3101,2151,150,755,45,6428,551,0,11769,6903,1723,1175,548,548,301,160,48,0,30,9,0,48,39,1,0,1,0,18,0,17,312,0,1,110,0,2,150,2,0,0,3,204,0,0,8,4,1,0,2,0,7620
"14342","神奈川県 二宮町",28301,13724,14577,246,28547,116,341,815,860,869,896,12537,80,38,908,908,754,0,174,174,0,6470832,2696266,55868250,13529,14445,37,59,95,115,4943,20,284,130,0.7799999999999999,4.9,93.9,3387776,4443238,4985832,1377876,6.1,27.1,5749268,0,0,9175875,3715431,62166,2980,8260,0,17343,NA,1157460,3291,119745,135049,911112,688866,11680,64870,147341,361946,73218,1128600,50775,4682643,8819071,123518,1151158,2987864,911524,858071,1218227,42,0,1324971,153518,0,1171453,6258,0,82601,59026,921567,272742,535579,0,457487,1045228,278465,155061,0,0,0,169906,215887,0,659393,1707639,1374076,91180,1512775,426761,1377876,0,0,659393,361770,0,22000,7619887,NA,NA,5,628,3,78,1202,2,51,624,0,0,0,0,0,0,1,806,12884,7181,5703,12349,6853,5496,9762,1966,322,299,535,328,207,10432,3915,6517,4221,1169,5042,1990,203,2481,9404,10374,630,190,802,218,1210,6274,369,3731,3426,1521,1905,7259,4105,3154,1384,1066,318,8643,5171,3472,6062,40,2356,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28639,236,29.8,5742,28639,8468,8007,461,0,0,808,8468,1393,1488,34,84,8262,434,2554,1917,109,501,27,5274,449,0,10417,5653,908,474,434,434.5,246.5,155.5,24,0,2.4,0,6.1,24,2.4,0,0,0,0,22,0,19,0,0,0,0,0,1,98,3,0,0,2,160,3,138,6,5,1,0,0,0,6428
"14361","神奈川県 中井町",9064,4588,4476,330,9394,40,108,244,300,297,344,3602,19,13,1999,1999,1339,0,652,652,0,16547923,2188831,13466447,4561,5117,16,238,156,419,78588,42,2441,66,1.01,8.5,86.2,2210285,2208945,2744766,293383,2.2,NA,2875400,0,0,4029907,2657286,38317,716,33347,0,10749,NA,23982,1705,24255,46827,276489,273138,2043,70363,0,198168,82763,33400,25181,3087474,3776280,87891,844175,1069965,379685,303709,386571,0,0,244263,109485,0,134778,0,0,184531,80300,579916,164449,412052,199,234980,388874,57162,33815,0,0,54433,44065,65696,0,61385,834022,788468,29940,455673,432660,293383,0,0,61385,194232,0,14000,395646,NA,NA,0,0,2,34,428,1,24,253,0,0,0,0,0,0,0,0,4671,2664,2007,4497,2542,1955,3552,741,96,108,174,122,52,3408,1362,2046,1179,446,1783,915,336,1271,2780,3536,265,70,385,185,640,2047,182,1307,1838,946,892,2367,1395,972,209,151,58,2576,1546,1030,7600,177,5679,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9368,109,44,2592,9368,3215,3026,189,0,0,938,3215,265,270,16.6,220,5502,187,861,621,47,178,15,4454,208,1,3218,1451,1999,1774,225,224.6,46.6,54,0,0,29,33,62,0,62,1,0,1,0,8,0,4,22,0,1,136,0,1,100,1,0,0,2,58,0,0,2,2,1,0,1,0,2423
"14362","神奈川県 大井町",17202,8583,8619,124,17326,102,167,704,590,735,614,6908,91,26,1438,1438,1097,0,349,349,0,10987870,2690386,25253362,8245,8868,22,183,244,333,14727,22,523,94,0.8300000000000001,6.6,85,2466785,2955771,3377280,1001390,-2.3,NA,3914426,0,0,6018747,2749802,45461,1315,0,0,12710,NA,529145,3046,33548,52431,614359,333626,16782,37344,103124,416030,74534,624000,52872,3493220,5681297,101757,849865,1630956,519063,371753,740140,0,0,508118,254803,0,253315,10952,0,139155,43153,770457,155260,554552,1074,375376,1061208,210868,38173,0,0,111513,115913,286376,0,190300,1160801,910652,32447,907856,688352,1001390,0,0,190300,61466,20000,10360,2755795,NA,NA,3,155,3,67,902,1,35,529,0,0,0,0,0,0,1,553,8648,4899,3749,8298,4666,3632,6646,1275,197,180,350,233,117,5354,1927,3427,2148,828,2378,1345,287,2214,5651,6939,408,170,497,211,878,4257,238,2444,2580,1237,1343,5102,2990,2112,477,365,112,5579,3355,2224,6332,97,3613,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17304,75,12.8,1383,17304,5573,5408,134,0,31,880,5542,749,521,23.3,370,7692,278,1260,890,93,242,35,6154,321,0,5840,2726,1438,1090,348,348,228,87,3,0,23,7,0,3,30,1,0,1,1,9,0,7,30,0,0,0,0,1,50,0,0,0,2,134,0,0,2,2,1,0,0,0,3717
"14363","神奈川県 松田町",10965,5463,5502,151,11116,53,157,390,425,405,1024,4809,35,24,3775,3775,923,0,2860,2860,0,11539387,1422846,16453324,5369,5791,21,85,138,144,10377,9,288,82,0.65,7.2,88.9,1470318,2304882,2546813,647692,5.3,65.3,2865380,0,0,4639701,1587559,28464,890,48114,0,7550,NA,904715,1627,40110,77962,471715,295739,67495,100625,33600,180120,65231,493600,26075,2160947,4399608,83455,738154,1262558,539631,321219,400686,0,1022,314253,153611,0,160642,7147,0,90590,90955,584858,276700,192559,43786,366467,495701,134035,34218,0,0,80662,52620,25457,15924,349546,917616,740942,13200,643261,496255,631768,15924,0,349546,34533,0,5000,4455857,NA,NA,2,105,2,38,436,1,24,205,0,0,0,0,0,0,1,1341,5523,3153,2370,5322,3020,2302,4292,808,91,131,201,133,68,3480,1269,2211,1457,437,1586,941,131,1257,3678,4332,250,90,369,134,593,2683,200,1449,1440,688,752,3185,1864,1321,419,313,106,3604,2177,1427,4244,126,2526,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10884,151,15.5,1537,10884,3082,2970,70,0,42,774,3040,2,335,12.3,236,4275,205,738,492,51,173,22,3332,196,0,4307,2067,571,373,198,197.7,56,124,9,6,2.7,0,0,15,2.7,1,0,1,0,9,0,6,296,0,0,0,0,1,70,0,0,0,1,18,0,0,2,1,0,0,0,0,2478
"14364","神奈川県 山北町",10025,4921,5104,79,10104,38,169,193,268,220,278,4146,24,12,22461,22461,2629,0,19819,19797,22,36312583,1963773,13868924,4842,5437,34,143,327,309,48323,32,1937,119,0.59,7.9,88.1,1565020,2675981,3032174,620112,7.6,53.6,3308327,0,0,5620260,1675766,39073,765,13395,0,9289,NA,1294397,1787,48550,141194,356530,318373,54345,708256,54595,196092,106144,362118,22938,2997860,5313034,96219,1327554,1271566,518448,378544,374574,0,0,448874,176284,0,272590,0,0,141859,121312,536525,123779,203188,97678,279597,567075,37190,40327,0,0,59974,99874,66705,107427,415026,1214026,997670,36828,464202,880383,512685,107427,0,415026,59343,0,540,4421270,NA,NA,2,37,2,35,377,1,24,214,0,0,0,0,0,0,1,630,5103,2902,2201,4903,2766,2137,3889,853,71,90,200,136,64,3627,1403,2224,1346,373,1908,1073,293,1387,3135,3941,262,95,380,167,642,2303,110,1528,2080,1141,939,2458,1380,1078,281,192,89,2739,1572,1167,4730,313,2566,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9702,225,21.6,2965,9702,3576,3532,19,0,25,1007,3551,445,193,18.5,288,5375,199,802,543,78,168,13,4374,190,0,3791,1693,2153,0,0,337,54,196,5,4,56,22,0,9,78,0,0,0,0,6,1,3,0,19,0,0,0,2,107,0,0,0,0,0,0,0,2,2,2,0,0,0,2603
"14366","神奈川県 開成町",17867,8768,9099,138,18005,135,152,836,548,860,566,7100,80,31,655,655,655,0,0,0,0,4212998,2115155,29411011,8410,8947,22,120,123,192,35650,18,1136,82,0.93,9.6,89.7,2738070,2928912,3453029,2757348,6.1,59.9,3894901,0,0,8532173,3119115,38729,1508,0,0,10706,NA,229322,2172,104157,22252,715493,416338,1629,346113,445172,355279,566604,1761500,65863,4973136,8037316,161905,3253289,1873286,590928,378278,904080,0,0,466794,240261,0,226533,0,0,47930,211740,414082,78043,277864,8241,471139,675001,80876,128639,0,0,127034,19898,183834,12099,450051,956973,1101998,26949,1206281,860151,2745249,12099,0,450051,162064,79293,6600,6706649,NA,NA,1,255,2,62,1106,1,32,511,0,0,0,0,0,0,1,361,9359,5280,4079,9071,5105,3966,7428,1251,235,157,288,175,113,5918,2059,3859,2294,922,2702,1040,188,2450,6272,7823,379,132,471,182,785,5085,288,2450,2493,1257,1236,5733,3247,2486,719,527,192,6452,3774,2678,7045,200,4426,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17932,354,24.5,2490,17932,5526,5200,310,0,16,842,5510,648,924,28.7,371,5713,219,1022,698,76,224,24,4472,263,0,6080,3420,655,371,284,283.4,94,128,15,3.4,9,19,15,18.4,28,1,0,1,1,20,0,10,310,0,1,100,0,0,0,0,0,0,1,50,0,0,3,3,0,0,0,0,3155
"14382","神奈川県 箱根町",10860,5262,5598,608,11468,40,194,864,1021,1199,1295,6306,43,19,9286,9286,1734,703,6920,6889,31,30142776,6701619,17485774,6338,10685,38,1,11,8,1208,5,63,204,1.44,8.1,96.2,4396610,3000926,6829827,2034546,11.1,78.9,5782836,0,0,12348308,6450201,41654,1040,86869,0,11290,NA,316239,2936,32053,231464,411753,440608,40618,1054386,712716,454834,190672,1311500,21733,9364988,11497305,120748,2703231,1535042,569360,464343,497300,12,4027,1319007,389038,0,929634,2342,0,124116,637177,793339,274376,419052,26822,1583245,1694158,127162,747340,0,0,127512,249496,179226,117069,867831,2833000,2646122,392409,509874,762540,1917477,117069,0,867831,820416,0,109792,7449380,NA,NA,1,6,5,64,437,2,33,257,0,0,0,0,0,0,1,110,6401,3283,3118,6274,3204,3070,5310,756,40,168,127,79,48,2875,1085,1790,822,255,1798,1556,69,532,5373,4860,452,176,328,174,678,3014,197,1649,5097,2480,2617,668,421,247,193,127,66,861,548,313,12290,1721,6877,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11535,97,53,8214,11535,15231,12728,2503,0,0,3608,15231,312,547,5.6,1941,4144,132,647,466,37,126,18,3365,164,0,14041,9146,9286,0,0,1412,784,490,28,110,0,0,0,138,0,1,0,1,1,9,0,7,151,0,1,78,0,2,166,1,0,0,1,150,0,0,5,3,3,0,1,0,2784
"14383","神奈川県 真鶴町",7145,3354,3791,59,7204,16,128,187,209,199,223,3392,15,5,705,705,349,0,353,353,0,3129481,1079468,9286404,3234,3961,19,32,17,44,598,7,49,64,0.47000000000000003,8.1,94.4,824459,1815367,2103350,722585,11.1,152.2,2146767,0,0,4077414,905623,19289,506,0,0,5364,NA,1169096,874,42066,30337,264044,335935,76630,9159,125505,216486,195125,547254,9342,1606537,3904277,79701,776720,894796,369390,294872,230534,0,0,575123,211748,0,363375,0,0,49189,87370,242828,72154,134963,1465,444258,411570,61786,38983,0,0,43458,177037,24936,16760,325962,675289,585674,39733,397705,609706,705825,16760,0,325962,12993,0,0,3480782,NA,NA,1,33,1,17,198,1,17,116,0,0,0,0,0,0,0,0,3265,1772,1493,3076,1638,1438,2477,468,56,75,189,134,55,2798,1030,1768,965,208,1625,679,87,548,2422,2396,220,77,275,93,445,1274,68,1054,1075,584,491,1591,812,779,381,227,154,1972,1039,933,1666,94,562,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6843,193,88.8,4045,6843,3087,2389,666,0,32,1233,3055,182,377,19.1,324,2703,84,766,588,36,132,10,1853,131,0,2876,1331,705,0,0,131.8,38.6,55.2,16,0,22,0,0,16,22,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,1,40,0,0,2,2,0,0,1,0,2130
"14384","神奈川県 湯河原町",24456,11486,12970,347,24803,86,440,877,969,938,1012,12539,66,24,4097,4097,1037,0,3057,3054,3,19987052,2893668,32080355,11342,13930,31,127,46,217,3547,13,290,185,0.72,6.9,94.4,3065972,4311018,5374343,1391973,3.4,76.3,5506229,0,0,10307733,3851871,63382,1764,7606,0,17347,NA,1408577,3191,217357,151940,643759,648775,66310,273308,798148,361338,129430,1154500,50513,5865549,9888407,127892,1763494,3406150,854481,919641,1631418,130,480,1149287,213387,0,935900,378,0,119042,345583,752057,146162,444072,8065,716253,707091,77477,48847,0,0,22683,162641,227522,146394,654786,2225654,1656317,47965,996371,1354790,1245579,146394,0,654786,497582,0,3000,10033001,NA,NA,2,62,3,61,903,1,35,468,0,0,0,0,0,0,0,0,11143,5950,5193,10554,5577,4977,8488,1598,164,304,589,373,216,9169,3329,5840,2962,763,5444,2430,310,1617,8470,8045,746,276,967,399,1642,4571,248,3226,5851,2707,3144,2736,1705,1031,1812,1072,740,4548,2777,1771,8441,914,2435,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24884,56,9.9,4201,24884,13261,10068,3160,0,33,1456,13228,705,1613,17.7,1416,8831,265,2420,1843,87,461,29,6146,390,0,11343,4994,4097,0,0,399,13,228,3,152,3,0,0,155,3,3,0,3,2,21,1,15,530,8,1,100,0,2,180,0,0,0,3,415,0,0,6,5,5,0,1,0,6737
"14401","神奈川県 愛川町",37383,19494,17889,2865,40248,172,424,1114,1416,1513,1653,16611,141,87,3428,3428,1910,0,1486,1486,0,21954512,6099675,56100924,19396,21455,42,99,372,293,244523,144,6757,235,1.02,4.6,92,6662285,6405038,8156564,824569,-2.4,NA,8587404,0,0,12892246,7934900,115690,2948,40106,0,32132,NA,5938,5997,31020,257403,1219524,943137,41033,14597,10195,584787,244031,389100,100036,9205740,12492074,165681,1798960,4630725,1842506,927186,1860988,45,0,1211196,443684,0,767512,146549,0,182924,123683,1509034,564434,856934,15592,794415,1297511,245443,138502,0,0,0,289170,322074,5944,625452,3056522,2206709,71056,2536478,852259,818625,5944,0,625452,424119,0,157500,6590963,NA,NA,4,419,6,142,1879,3,91,1018,0,0,0,0,0,0,1,631,20801,12342,8459,19813,11640,8173,16175,2832,433,373,988,702,286,12055,4597,7458,4578,1430,6047,3338,322,7360,11731,16706,988,310,1189,375,1874,9327,826,6553,10354,5564,4790,8287,5262,3025,860,606,254,9147,5868,3279,21754,835,11088,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40067,245,10.2,3976,40067,13071,10917,1710,0,444,891,12627,1259,1682,25.9,1215,19679,940,3807,2648,281,805,73,14932,949,0,12965,6029,3428,2573,855,855.4,254.4,68,11,0,295,43,184,11,338,1,0,1,1,21,0,11,150,0,1,66,0,3,194,2,0,0,1,54,0,0,11,6,6,0,1,0,10574
